	respondent,date,collectionpoint,form,question,answer
"1221120","2018-04-19 05:43:17","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1221120","2018-04-19 05:43:17","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1221120","2018-04-19 05:43:17","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1221120","2018-04-19 05:43:17","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1221120","2018-04-19 05:43:17","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1221121","2018-04-19 05:43:56","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1221138","2018-04-19 05:44:23","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1221153","2018-04-19 05:45:47","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226372","2018-04-19 23:18:55","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226375","2018-04-19 23:22:14","Free Speech","Free Speech","Immigration is bad for the US.","Agree"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226377","2018-04-19 23:23:03","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226378","2018-04-19 23:23:47","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Agree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226379","2018-04-19 23:24:30","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226381","2018-04-19 23:25:27","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226382","2018-04-19 23:27:02","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Agree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226384","2018-04-19 23:28:07","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226385","2018-04-19 23:29:29","Free Speech","Free Speech","Immigration is bad for the US.","Neutral"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226386","2018-04-19 23:29:50","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Agree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226387","2018-04-19 23:30:17","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226390","2018-04-19 23:31:56","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Agree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226391","2018-04-19 23:34:32","Free Speech","Free Speech","Immigration is bad for the US.","Neutral"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226394","2018-04-19 23:37:56","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226395","2018-04-19 23:38:22","Free Speech","Free Speech","Immigration is bad for the US.","Neutral"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Agree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Agree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226398","2018-04-19 23:38:59","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226399","2018-04-19 23:39:34","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226400","2018-04-19 23:40:07","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1226401","2018-04-19 23:40:40","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226402","2018-04-19 23:41:11","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226403","2018-04-19 23:41:38","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Agree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1226415","2018-04-19 23:55:52","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
