	respondent,date,collectionpoint,form,question,answer
"1181355","2018-04-11 19:59:53","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1181355","2018-04-11 19:59:53","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","Free speech is the most important component of any free and liberal society. If speech is suppressed we risk subjugating ourselves to a tyranny based on asserted truths that cannot be challenged."
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Agree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1181357","2018-04-11 20:00:19","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.",""
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1181358","2018-04-11 20:01:14","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1181543","2018-04-11 20:27:21","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","Has become an increasingly complex issue in the 21st century particularly with the onset of the internet and current highly polarized political climate"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1181656","2018-04-11 20:55:10","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Agree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1181664","2018-04-11 21:06:48","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1181671","2018-04-11 21:14:47","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1181686","2018-04-11 21:24:49","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","While I think it's important that our freedom of speech not be limited I don't really think there's a place for a lot of the controversial stuff being said by the right which they try to justify as free speech. Yes it's free speech but freedom of speech doesn't really let you say whatever you want. Constitutional interpretations by SCOTUS throughout the past several decades have clearly suggested that free speech comes with responsibility. If I want to say something wildly abnormal I am free to do so as far as the Constitution is concerned so long as I'm willing to accept the consequences of speaking out. Depending on the severity of your speech you might find yourself being silenced entirely within the confines of the law."
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1181697","2018-04-11 21:32:37","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
